[
  [
    [1,103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,1,],
  ],
  [
    [1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,0,0,3,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,3,0,1,],
    [1,3,0,3,0,3,3,0,3,3,3,0,3,3,3,3,3,0,3,3,0,1,],
    [1,3,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,1,],
    [1,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,1,],
    [1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,],
    [1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,1,],
    [1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,3,3,1,],
    [1,0,3,3,3,3,0,3,3,0,0,0,3,3,3,3,3,3,0,3,3,1,],
    [1,0,3,3,3,3,0,3,3,3,3,0,0,0,0,0,3,3,0,3,3,1,],
    [1,3,3,3,3,3,0,3,0,0,3,0,3,3,3,0,3,3,0,0,0,1,],
    [1,0,3,0,0,0,0,3,3,0,3,0,3,3,3,0,3,3,3,3,0,1,],
    [1,0,3,0,3,3,0,3,3,0,3,0,3,3,3,0,3,3,3,3,0,1,],
    [1,0,3,0,3,3,0,3,3,0,0,0,3,3,3,0,0,3,3,3,0,1,],
    [1,0,0,0,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,1,],
    [1,3,0,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,],
    [1,3,0,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,0,1,],
    [1,3,0,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,0,1,],
    [1,3,0,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,0,1,],
    [1,3,0,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,1,],
    [1,3,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,],
  ],
  [
    [1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,],
    [1,0,0,3,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,3,0,1,],
    [1,3,0,3,0,3,3,0,3,3,3,0,3,3,3,3,3,0,3,3,0,1,],
    [1,3,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,1,],
    [1,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,1,],
    [1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,],
    [1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,1,],
    [1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,3,3,1,],
    [1,0,3,3,3,3,0,3,3,0,0,0,3,3,3,3,3,3,0,3,3,1,],
    [1,0,3,3,3,3,0,3,3,3,3,0,0,0,0,0,3,3,0,3,3,1,],
    [1,3,3,3,3,3,0,3,0,0,3,0,3,3,3,0,3,3,0,0,0,1,],
    [1,0,3,0,0,0,0,3,3,0,3,0,3,3,3,0,3,3,3,3,0,1,],
    [1,0,3,0,3,3,0,3,3,0,3,0,3,3,3,0,3,3,3,3,0,1,],
    [1,0,3,0,3,3,0,3,3,0,0,0,3,3,3,0,0,3,3,3,0,1,],
    [1,0,0,0,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,1,],
    [1,3,0,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,],
    [1,3,0,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,0,1,],
    [1,3,0,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,0,1,],
    [1,3,0,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,0,1,],
    [1,3,0,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,1,],
    [1,3,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,],
    [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,],
  ],
  [
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
    [20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,],
  ],
]
